time,Tair_[°C],sol_[W/m2],vap_[mbar],cloud_[-],rain_[m/hr],U10_[m/s],Temp_[C],Adir,H_sw,H_lw_in,H_lw_out,H_le,H_c,H_net_atm
2024-11-10 08:00:00,7.946,51.0,8.6,0.1154,0.0,1.3999845320574082,14.623343467712402,0.21,46.00617828716969,283.0498678191117,-378.4906290245883,-75.61779488116481,-41.85961737638176,-166.91199517585352
2024-11-10 09:00:00,9.746,222.0,9.5,0.1154,0.0,0.5999725077034781,14.633934020996094,0.21,200.26218783826806,294.256952275649,-378.54632916451413,-52.38115980086301,-23.87510559825638,39.71654555028353
2024-11-10 10:00:00,10.346,359.0,9.7,0.1154,0.0,1.4000125035155935,14.630997657775879,0.21,323.84741186458666,297.5549214253786,-378.5308849888522,-60.67628637611847,-24.956591435349214,157.2385704896454
2024-11-10 11:00:00,10.746,434.0,9.9,0.1154,0.0,1.5999772654634814,14.631733894348145,0.21,391.5035564045421,300.05052358792176,-378.5347572743121,-60.837660780129305,-23.364276656144952,228.81738528187748
2024-11-10 12:00:00,10.746,446.0,9.8,0.1154,0.0,1.6999996294117243,14.602187156677246,0.21,402.32853953093496,299.6156641004467,-378.3793775596967,-62.74463625072529,-23.672501627327435,237.14768819363223
2024-11-10 13:00:00,11.046,419.0,9.9,0.1154,0.0,1.5,14.636180877685547,0.21,377.972327496551,301.2749268044922,-378.5581471120803,-58.993680594635414,-20.918022483214546,220.77740411111296
2024-11-10 14:00:00,11.146,322.0,10.1,0.1154,0.0,1.5,14.646355628967285,0.21,290.4703805582086,302.5470977328973,-378.611667419074,-57.17002606988163,-20.33620594783186,136.8995788543184
2024-11-10 15:00:00,11.246,186.0,10.2,0.1154,0.0,1.3000136614666786,14.63840389251709,0.21,167.78723845908945,303.38434002675467,-378.5698399292971,-53.482034787448015,-18.74904624729273,20.370657521806304
2024-11-10 16:00:00,10.046,60.0,9.6,0.1154,0.0,2.0999777189294178,14.624605178833008,0.21,54.12491563196434,295.9042756646838,-378.4972645674208,-71.78555520137849,-31.12980839547047,-131.3834368676216
2024-11-10 17:00:00,8.746,2.0,9.2,0.1154,0.0,1.4999974966645777,14.573683738708496,0.21,1.8041638543988114,288.93897811037516,-378.22952976686486,-69.15801693667993,-36.37887610796761,-193.0232808467384
2024-11-10 18:00:00,8.246,1.0,9.1,0.1154,0.0,2.6000070249905094,14.65729808807373,0.21,0.9020819271994057,286.5202311883859,-378.6692322866025,-88.60675182303059,-49.9892195317962,-229.84289052584404
2024-11-10 19:00:00,8.246,1.0,9.2,0.1154,0.0,1.3000181114122988,14.708616256713867,0.21,0.9020819271994057,286.9679234182338,-378.9392887656148,-68.88162974698533,-39.40620391862733,-199.35711708579424
2024-11-10 20:00:00,8.146,1.0,9.4,0.1151,0.0,3.0999603513593526,14.725499153137207,0.21,0.9020761844129662,287.4533415822483,-379.02816480621414,-93.5344156855373,-55.83089820120382,-240.03806092629395
2024-11-10 21:00:00,8.246,1.0,9.1,0.1227,0.0,2.3999760519638524,14.711747169494629,0.21,0.9022222340595536,286.604701554076,-378.9557695395194,-86.3982597550258,-48.77891073479672,-226.6260162412064
2024-11-10 22:00:00,8.246,1.0,9.0,0.1699,0.0,2.2999806107878387,14.715250015258789,0.21,0.903156439538823,286.8227596331605,-378.9742087641191,-86.05885181897516,-47.959108971731844,-225.26625348212679
